1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,16,1
1,0,0,0,0,0,0,1,6,0,0,6,1,0,0,0,0,0,14,11,13,1
1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,15,10,12,1
1,0,0,0,0,0,0,1,7,0,0,7,1,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1
1,2,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
